,OK,SHORT NAME
293,https://www.nature.com/articles/s41550-018-0494-0,ASTRONOMY
294,https://www.nature.com/articles/s41550-018-0491-3,ASTRONOMY
295,https://www.nature.com/articles/s41550-018-0492-2,ASTRONOMY
296,https://www.nature.com/articles/s41550-018-0496-y,ASTRONOMY
297,https://www.nature.com/articles/s41550-018-0467-3,ASTRONOMY
298,https://www.nature.com/articles/s41550-018-0468-2,ASTRONOMY
299,https://www.nature.com/articles/s41550-018-0475-3,ASTRONOMY
300,https://www.nature.com/articles/s41550-018-0479-z,ASTRONOMY
301,https://www.nature.com/articles/s41550-018-0465-5,ASTRONOMY
302,https://www.nature.com/articles/s41550-018-0480-6,ASTRONOMY
303,https://www.nature.com/articles/s41550-018-0477-1,ASTRONOMY
304,https://www.nature.com/articles/s41550-018-0466-4,ASTRONOMY
305,https://www.nature.com/articles/s41550-018-0474-4,ASTRONOMY
306,https://www.nature.com/articles/s41550-018-0470-8,ASTRONOMY
307,https://www.nature.com/articles/s41550-018-0469-1,ASTRONOMY
308,https://www.nature.com/articles/s41550-018-0446-8,ASTRONOMY
309,https://www.nature.com/articles/s41550-018-0445-9,ASTRONOMY
310,https://www.nature.com/articles/s41550-018-0443-y,ASTRONOMY
311,https://www.nature.com/articles/s41550-018-0451-y,ASTRONOMY
312,https://www.nature.com/articles/s41550-018-0425-0,ASTRONOMY
313,https://www.nature.com/articles/s41550-018-0447-7,ASTRONOMY
314,https://www.nature.com/articles/s41550-018-0448-6,ASTRONOMY
315,https://www.nature.com/articles/s41550-018-0441-0,ASTRONOMY
316,https://www.nature.com/articles/s41550-018-0444-x,ASTRONOMY
317,https://www.nature.com/articles/s41550-018-0429-9,ASTRONOMY
318,https://www.nature.com/articles/s41550-018-0421-4,ASTRONOMY
319,https://www.nature.com/articles/s41550-018-0415-2,ASTRONOMY
320,https://www.nature.com/articles/s41550-018-0410-7,ASTRONOMY
321,https://www.nature.com/articles/s41550-018-0422-3,ASTRONOMY
322,https://www.nature.com/articles/s41550-018-0419-y,ASTRONOMY
323,https://www.nature.com/articles/s41550-018-0417-0,ASTRONOMY
324,https://www.nature.com/articles/s41550-018-0418-z,ASTRONOMY
325,https://www.nature.com/articles/s41550-018-0393-4,ASTRONOMY
326,https://www.nature.com/articles/s41550-017-0371-2,ASTRONOMY
327,https://www.nature.com/articles/s41550-017-0354-3,ASTRONOMY
328,https://www.nature.com/articles/s41550-018-0396-1,ASTRONOMY
329,https://www.nature.com/articles/s41550-018-0387-2,ASTRONOMY
330,https://www.nature.com/articles/s41550-017-0376-x,ASTRONOMY
331,https://www.nature.com/articles/s41550-018-0379-2,ASTRONOMY
332,https://www.nature.com/articles/s41550-018-0392-5,ASTRONOMY
333,https://www.nature.com/articles/s41550-018-0386-3,ASTRONOMY
334,https://www.nature.com/articles/s41550-018-0390-7,ASTRONOMY
335,https://www.nature.com/articles/s41550-018-0388-1,ASTRONOMY
336,https://www.nature.com/articles/s41550-018-0389-0,ASTRONOMY
337,https://www.nature.com/articles/s41550-018-0381-8,ASTRONOMY
338,https://www.nature.com/articles/s41550-018-0378-3,ASTRONOMY
339,https://www.nature.com/articles/s41550-017-0364-1,ASTRONOMY
340,https://www.nature.com/articles/s41550-017-0365-0,ASTRONOMY
341,https://www.nature.com/articles/s41550-017-0365-0,ASTRONOMY
342,https://www.nature.com/articles/s41550-017-0370-3,ASTRONOMY
343,https://www.nature.com/articles/s41550-017-0357-0,ASTRONOMY
344,https://www.nature.com/articles/s41550-017-0367-y,ASTRONOMY
345,https://www.nature.com/articles/s41550-017-0369-9,ASTRONOMY
346,https://www.nature.com/articles/s41550-017-0366-z,ASTRONOMY
347,https://www.nature.com/articles/s41550-017-0329-4,ASTRONOMY
348,https://www.nature.com/articles/s41550-017-0368-x,ASTRONOMY
349,https://www.nature.com/articles/s41550-017-0336-5,ASTRONOMY
350,https://www.nature.com/articles/s41550-017-0333-8,ASTRONOMY
351,https://www.nature.com/articles/s41550-017-0343-6,ASTRONOMY
352,https://www.nature.com/articles/s41550-017-0339-2,ASTRONOMY
353,https://www.nature.com/articles/s41550-017-0301-3,ASTRONOMY
354,https://www.nature.com/articles/s41550-017-0344-5,ASTRONOMY
355,https://www.nature.com/articles/s41550-017-0340-9,ASTRONOMY
356,https://www.nature.com/articles/s41550-017-0342-7,ASTRONOMY
357,https://www.nature.com/articles/s41550-017-0331-x,ASTRONOMY
358,https://www.nature.com/articles/s41550-017-0330-y,ASTRONOMY
359,https://www.nature.com/articles/s41550-017-0303-1,ASTRONOMY
360,https://www.nature.com/articles/s41550-017-0312-0,ASTRONOMY
361,https://www.nature.com/articles/s41550-017-0316-9,ASTRONOMY
362,https://www.nature.com/articles/s41550-017-0315-x,ASTRONOMY
363,https://www.nature.com/articles/s41550-017-0317-8,ASTRONOMY
364,https://www.nature.com/articles/s41550-017-0318-7,ASTRONOMY
365,https://www.nature.com/articles/s41550-017-0319-6,ASTRONOMY
366,https://www.nature.com/articles/s41550-017-0300-4,ASTRONOMY
367,https://www.nature.com/articles/s41550-017-0314-y,ASTRONOMY
368,https://www.nature.com/articles/s41550-017-0310-2,ASTRONOMY
369,https://www.nature.com/articles/s41550-017-0302-2,ASTRONOMY
370,https://www.nature.com/articles/s41550-017-0304-0,ASTRONOMY
371,https://www.nature.com/articles/s41550-017-0291-1,ASTRONOMY
372,https://www.nature.com/articles/s41550-017-0282-2,ASTRONOMY
373,https://www.nature.com/articles/s41550-017-0279-x,ASTRONOMY
374,https://www.nature.com/articles/s41550-017-0278-y,ASTRONOMY
375,https://www.nature.com/articles/s41550-017-0280-4,ASTRONOMY
376,https://www.nature.com/articles/s41550-017-0280-4,ASTRONOMY
377,https://www.nature.com/articles/s41550-017-0283-1,ASTRONOMY
378,https://www.nature.com/articles/s41550-017-0281-3,ASTRONOMY
379,https://www.nature.com/articles/s41550-017-0275-1,ASTRONOMY
380,https://www.nature.com/articles/s41550-017-0270-6,ASTRONOMY
381,https://www.nature.com/articles/s41550-017-0261-7,ASTRONOMY
382,https://www.nature.com/articles/s41550-017-0242-x,ASTRONOMY
383,https://www.nature.com/articles/s41550-017-0240-z,ASTRONOMY
384,https://www.nature.com/articles/s41550-017-0246-6,ASTRONOMY
385,https://www.nature.com/articles/s41550-017-0253-7,ASTRONOMY
386,https://www.nature.com/articles/s41550-017-0249-3,ASTRONOMY
387,https://www.nature.com/articles/s41550-017-0244-8,ASTRONOMY
388,https://www.nature.com/articles/s41550-017-0251-9,ASTRONOMY
389,https://www.nature.com/articles/s41550-017-0250-x,ASTRONOMY
390,https://www.nature.com/articles/s41550-017-0247-5,ASTRONOMY
391,https://www.nature.com/articles/s41550-017-0254-6,ASTRONOMY
392,https://www.nature.com/articles/s41550-017-0245-7,ASTRONOMY
