,ALL NAME,SHORT NAME,KEY NUMBER,ALL LINK
843,The ISME Journal,articles/s41396-021-01121-7,s41396,"['s41396', '021', '01121', '7']"
844,The ISME Journal,articles/s41396-021-01131-5,s41396,"['s41396', '021', '01131', '5']"
845,The ISME Journal,articles/s41396-021-01110-w,s41396,"['s41396', '021', '01110', 'w']"
846,The ISME Journal,articles/s41396-021-01125-3,s41396,"['s41396', '021', '01125', '3']"
847,The ISME Journal,articles/s41396-021-01122-6,s41396,"['s41396', '021', '01122', '6']"
848,The ISME Journal,articles/s41396-021-01118-2,s41396,"['s41396', '021', '01118', '2']"
849,The ISME Journal,articles/s41396-021-01111-9,s41396,"['s41396', '021', '01111', '9']"
850,The ISME Journal,articles/s41396-021-01120-8,s41396,"['s41396', '021', '01120', '8']"
851,The ISME Journal,articles/s41396-021-01114-6,s41396,"['s41396', '021', '01114', '6']"
852,The ISME Journal,articles/s41396-021-01115-5,s41396,"['s41396', '021', '01115', '5']"
853,The ISME Journal,articles/s41396-021-01117-3,s41396,"['s41396', '021', '01117', '3']"
854,The ISME Journal,articles/s41396-021-01113-7,s41396,"['s41396', '021', '01113', '7']"
855,The ISME Journal,articles/s41396-021-01107-5,s41396,"['s41396', '021', '01107', '5']"
856,The ISME Journal,articles/s41396-021-01112-8,s41396,"['s41396', '021', '01112', '8']"
857,The ISME Journal,articles/s41396-021-01106-6,s41396,"['s41396', '021', '01106', '6']"
858,The ISME Journal,articles/s41396-021-01109-3,s41396,"['s41396', '021', '01109', '3']"
859,The ISME Journal,articles/s41396-021-01108-4,s41396,"['s41396', '021', '01108', '4']"
860,The Journal of Antibiotics,articles/s41429-021-00458-7,s41429,"['s41429', '021', '00458', '7']"
861,The Journal of Antibiotics,articles/s41429-021-00478-3,s41429,"['s41429', '021', '00478', '3']"
862,The Journal of Antibiotics,articles/s41429-021-00477-4,s41429,"['s41429', '021', '00477', '4']"
863,The Journal of Antibiotics,articles/s41429-021-00474-7,s41429,"['s41429', '021', '00474', '7']"
864,The Journal of Antibiotics,articles/s41429-021-00472-9,s41429,"['s41429', '021', '00472', '9']"
865,The Journal of Antibiotics,articles/s41429-021-00471-w,s41429,"['s41429', '021', '00471', 'w']"
866,The Journal of Antibiotics,articles/s41429-021-00473-8,s41429,"['s41429', '021', '00473', '8']"
867,The Journal of Antibiotics,articles/s41429-021-00476-5,s41429,"['s41429', '021', '00476', '5']"
868,The Journal of Antibiotics,articles/s41429-021-00468-5,s41429,"['s41429', '021', '00468', '5']"
869,The Journal of Antibiotics,articles/s41429-021-00470-x,s41429,"['s41429', '021', '00470', 'x']"
870,The Journal of Antibiotics,articles/s41429-021-00475-6,s41429,"['s41429', '021', '00475', '6']"
871,The Journal of Antibiotics,articles/s41429-021-00469-4,s41429,"['s41429', '021', '00469', '4']"
872,The Journal of Antibiotics,articles/s41429-021-00459-6,s41429,"['s41429', '021', '00459', '6']"
873,The Journal of Antibiotics,articles/s41429-021-00465-8,s41429,"['s41429', '021', '00465', '8']"
874,The Journal of Antibiotics,articles/s41429-021-00463-w,s41429,"['s41429', '021', '00463', 'w']"
875,The Journal of Antibiotics,articles/s41429-021-00460-z,s41429,"['s41429', '021', '00460', 'z']"
876,The Journal of Antibiotics,articles/s41429-021-00467-6,s41429,"['s41429', '021', '00467', '6']"
877,The Journal of Antibiotics,articles/s41429-021-00464-9,s41429,"['s41429', '021', '00464', '9']"
878,The Journal of Antibiotics,articles/s41429-021-00466-7,s41429,"['s41429', '021', '00466', '7']"
879,The Journal of Antibiotics,articles/s41429-021-00462-x,s41429,"['s41429', '021', '00462', 'x']"
880,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00387-5,s41370,"['s41370', '021', '00387', '5']"
881,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00386-6,s41370,"['s41370', '021', '00386', '6']"
882,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00385-7,s41370,"['s41370', '021', '00385', '7']"
883,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00383-9,s41370,"['s41370', '021', '00383', '9']"
884,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00381-x,s41370,"['s41370', '021', '00381', 'x']"
885,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00375-9,s41370,"['s41370', '021', '00375', '9']"
886,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00380-y,s41370,"['s41370', '021', '00380', 'y']"
887,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00377-7,s41370,"['s41370', '021', '00377', '7']"
888,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00382-w,s41370,"['s41370', '021', '00382', 'w']"
889,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00379-5,s41370,"['s41370', '021', '00379', '5']"
890,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00378-6,s41370,"['s41370', '021', '00378', '6']"
891,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00376-8,s41370,"['s41370', '021', '00376', '8']"
892,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00374-w,s41370,"['s41370', '021', '00374', 'w']"
893,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00372-y,s41370,"['s41370', '021', '00372', 'y']"
894,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00373-x,s41370,"['s41370', '021', '00373', 'x']"
895,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00359-9,s41370,"['s41370', '021', '00359', '9']"
896,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00371-z,s41370,"['s41370', '021', '00371', 'z']"
897,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00364-y,s41370,"['s41370', '021', '00364', 'y']"
898,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00363-z,s41370,"['s41370', '021', '00363', 'z']"
899,Journal of Exposure Science & Environmental Epidemiology,articles/s41370-021-00370-0,s41370,"['s41370', '021', '00370', '0']"
900,Journal of Human Genetics,articles/s10038-021-00982-2,s10038,"['s10038', '021', '00982', '2']"
901,Journal of Human Genetics,articles/s10038-021-00981-3,s10038,"['s10038', '021', '00981', '3']"
902,Journal of Human Genetics,articles/s10038-021-00978-y,s10038,"['s10038', '021', '00978', 'y']"
903,Journal of Human Genetics,articles/s10038-021-00979-x,s10038,"['s10038', '021', '00979', 'x']"
904,Journal of Human Genetics,articles/s10038-021-00951-9,s10038,"['s10038', '021', '00951', '9']"
905,Journal of Human Genetics,articles/s10038-021-00975-1,s10038,"['s10038', '021', '00975', '1']"
906,Journal of Human Genetics,articles/s10038-021-00945-7,s10038,"['s10038', '021', '00945', '7']"
907,Journal of Human Genetics,articles/s10038-021-00976-0,s10038,"['s10038', '021', '00976', '0']"
908,Journal of Human Genetics,articles/s10038-021-00977-z,s10038,"['s10038', '021', '00977', 'z']"
909,Journal of Human Genetics,articles/s10038-021-00974-2,s10038,"['s10038', '021', '00974', '2']"
910,Journal of Human Genetics,articles/s10038-021-00973-3,s10038,"['s10038', '021', '00973', '3']"
911,Journal of Human Genetics,articles/s10038-021-00972-4,s10038,"['s10038', '021', '00972', '4']"
912,Journal of Human Genetics,articles/s10038-021-00970-6,s10038,"['s10038', '021', '00970', '6']"
913,Journal of Human Genetics,articles/s10038-021-00971-5,s10038,"['s10038', '021', '00971', '5']"
914,Journal of Human Genetics,articles/s10038-021-00969-z,s10038,"['s10038', '021', '00969', 'z']"
915,Journal of Human Genetics,articles/s10038-021-00968-0,s10038,"['s10038', '021', '00968', '0']"
916,Journal of Human Genetics,articles/s10038-021-00967-1,s10038,"['s10038', '021', '00967', '1']"
917,Journal of Human Genetics,articles/s10038-021-00966-2,s10038,"['s10038', '021', '00966', '2']"
918,Journal of Human Genetics,articles/s10038-021-00965-3,s10038,"['s10038', '021', '00965', '3']"
919,Journal of Human Genetics,articles/s10038-021-00963-5,s10038,"['s10038', '021', '00963', '5']"
920,Journal of Human Hypertension,articles/s41371-021-00617-1,s41371,"['s41371', '021', '00617', '1']"
921,Journal of Human Hypertension,articles/s41371-021-00618-0,s41371,"['s41371', '021', '00618', '0']"
922,Journal of Human Hypertension,articles/s41371-021-00616-2,s41371,"['s41371', '021', '00616', '2']"
923,Journal of Human Hypertension,articles/s41371-021-00608-2,s41371,"['s41371', '021', '00608', '2']"
924,Journal of Human Hypertension,articles/s41371-021-00615-3,s41371,"['s41371', '021', '00615', '3']"
925,Journal of Human Hypertension,articles/s41371-021-00613-5,s41371,"['s41371', '021', '00613', '5']"
926,Journal of Human Hypertension,articles/s41371-021-00614-4,s41371,"['s41371', '021', '00614', '4']"
927,Journal of Human Hypertension,articles/s41371-021-00603-7,s41371,"['s41371', '021', '00603', '7']"
928,Journal of Human Hypertension,articles/s41371-021-00600-w,s41371,"['s41371', '021', '00600', 'w']"
929,Journal of Human Hypertension,articles/s41371-021-00610-8,s41371,"['s41371', '021', '00610', '8']"
930,Journal of Human Hypertension,articles/s41371-021-00609-1,s41371,"['s41371', '021', '00609', '1']"
931,Journal of Human Hypertension,articles/s41371-021-00605-5,s41371,"['s41371', '021', '00605', '5']"
932,Journal of Human Hypertension,articles/s41371-021-00594-5,s41371,"['s41371', '021', '00594', '5']"
933,Journal of Human Hypertension,articles/s41371-021-00606-4,s41371,"['s41371', '021', '00606', '4']"
934,Journal of Human Hypertension,articles/s41371-021-00601-9,s41371,"['s41371', '021', '00601', '9']"
935,Journal of Human Hypertension,articles/s41371-021-00607-3,s41371,"['s41371', '021', '00607', '3']"
936,Journal of Human Hypertension,articles/s41371-021-00604-6,s41371,"['s41371', '021', '00604', '6']"
937,Journal of Human Hypertension,articles/s41371-021-00602-8,s41371,"['s41371', '021', '00602', '8']"
938,Journal of Human Hypertension,articles/s41371-021-00598-1,s41371,"['s41371', '021', '00598', '1']"
939,Journal of Human Hypertension,articles/s41371-021-00599-0,s41371,"['s41371', '021', '00599', '0']"
940,Journal of Perinatology,articles/s41372-021-01219-y,s41372,"['s41372', '021', '01219', 'y']"
941,Journal of Perinatology,articles/s41372-021-01218-z,s41372,"['s41372', '021', '01218', 'z']"
942,Journal of Perinatology,articles/s41372-021-01225-0,s41372,"['s41372', '021', '01225', '0']"
943,Journal of Perinatology,articles/s41372-021-01222-3,s41372,"['s41372', '021', '01222', '3']"
944,Journal of Perinatology,articles/s41372-021-01212-5,s41372,"['s41372', '021', '01212', '5']"
945,Journal of Perinatology,articles/s41372-021-01214-3,s41372,"['s41372', '021', '01214', '3']"
946,Journal of Perinatology,articles/s41372-021-01215-2,s41372,"['s41372', '021', '01215', '2']"
947,Journal of Perinatology,articles/s41372-021-01217-0,s41372,"['s41372', '021', '01217', '0']"
948,Journal of Perinatology,articles/s41372-021-01216-1,s41372,"['s41372', '021', '01216', '1']"
949,Journal of Perinatology,articles/s41372-021-01210-7,s41372,"['s41372', '021', '01210', '7']"
950,Journal of Perinatology,articles/s41372-021-01213-4,s41372,"['s41372', '021', '01213', '4']"
951,Journal of Perinatology,articles/s41372-021-01207-2,s41372,"['s41372', '021', '01207', '2']"
952,Journal of Perinatology,articles/s41372-021-01206-3,s41372,"['s41372', '021', '01206', '3']"
953,Journal of Perinatology,articles/s41372-021-01174-8,s41372,"['s41372', '021', '01174', '8']"
954,Journal of Perinatology,articles/s41372-021-01208-1,s41372,"['s41372', '021', '01208', '1']"
955,Journal of Perinatology,articles/s41372-021-01209-0,s41372,"['s41372', '021', '01209', '0']"
956,Journal of Perinatology,articles/s41372-021-01151-1,s41372,"['s41372', '021', '01151', '1']"
957,Journal of Perinatology,articles/s41372-021-01205-4,s41372,"['s41372', '021', '01205', '4']"
958,Journal of Perinatology,articles/s41372-021-01177-5,s41372,"['s41372', '021', '01177', '5']"
959,Journal of Perinatology,articles/s41372-021-01164-w,s41372,"['s41372', '021', '01164', 'w']"
960,Lab Animal,articles/s41684-021-00871-3,s41684,"['s41684', '021', '00871', '3']"
961,Lab Animal,articles/s41684-021-00878-w,s41684,"['s41684', '021', '00878', 'w']"
962,Lab Animal,articles/s41684-021-00872-2,s41684,"['s41684', '021', '00872', '2']"
963,Lab Animal,articles/s41684-021-00864-2,s41684,"['s41684', '021', '00864', '2']"
964,Lab Animal,articles/s41684-021-00850-8,s41684,"['s41684', '021', '00850', '8']"
965,Lab Animal,articles/s41684-021-00858-0,s41684,"['s41684', '021', '00858', '0']"
966,Lab Animal,articles/s41684-021-00846-4,s41684,"['s41684', '021', '00846', '4']"
967,Lab Animal,articles/s41684-021-00865-1,s41684,"['s41684', '021', '00865', '1']"
968,Lab Animal,articles/s41684-021-00849-1,s41684,"['s41684', '021', '00849', '1']"
969,Lab Animal,articles/s41684-021-00860-6,s41684,"['s41684', '021', '00860', '6']"
970,Lab Animal,articles/s41684-021-00863-3,s41684,"['s41684', '021', '00863', '3']"
971,Lab Animal,articles/s41684-021-00851-7,s41684,"['s41684', '021', '00851', '7']"
972,Lab Animal,articles/s41684-021-00847-3,s41684,"['s41684', '021', '00847', '3']"
973,Lab Animal,articles/s41684-021-00866-0,s41684,"['s41684', '021', '00866', '0']"
974,Lab Animal,articles/s41684-021-00859-z,s41684,"['s41684', '021', '00859', 'z']"
975,Lab Animal,articles/s41684-021-00861-5,s41684,"['s41684', '021', '00861', '5']"
976,Lab Animal,articles/s41684-021-00857-1,s41684,"['s41684', '021', '00857', '1']"
977,Lab Animal,articles/s41684-021-00867-z,s41684,"['s41684', '021', '00867', 'z']"
978,Lab Animal,articles/s41684-021-00848-2,s41684,"['s41684', '021', '00848', '2']"
979,Lab Animal,articles/s41684-021-00853-5,s41684,"['s41684', '021', '00853', '5']"
980,Laboratory Investigation,articles/s41374-021-00677-4,s41374,"['s41374', '021', '00677', '4']"
981,Laboratory Investigation,articles/s41374-021-00666-7,s41374,"['s41374', '021', '00666', '7']"
982,Laboratory Investigation,articles/s41374-021-00633-2,s41374,"['s41374', '021', '00633', '2']"
983,Laboratory Investigation,articles/s41374-021-00669-4,s41374,"['s41374', '021', '00669', '4']"
984,Laboratory Investigation,articles/s41374-021-00670-x,s41374,"['s41374', '021', '00670', 'x']"
985,Laboratory Investigation,articles/s41374-021-00647-w,s41374,"['s41374', '021', '00647', 'w']"
986,Laboratory Investigation,articles/s41374-021-00676-5,s41374,"['s41374', '021', '00676', '5']"
987,Laboratory Investigation,articles/s41374-021-00662-x,s41374,"['s41374', '021', '00662', 'x']"
988,Laboratory Investigation,articles/s41374-021-00656-9,s41374,"['s41374', '021', '00656', '9']"
989,Laboratory Investigation,articles/s41374-021-00668-5,s41374,"['s41374', '021', '00668', '5']"
990,Laboratory Investigation,articles/s41374-021-00675-6,s41374,"['s41374', '021', '00675', '6']"
991,Laboratory Investigation,articles/s41374-021-00672-9,s41374,"['s41374', '021', '00672', '9']"
992,Laboratory Investigation,articles/s41374-021-00671-w,s41374,"['s41374', '021', '00671', 'w']"
993,Laboratory Investigation,articles/s41374-021-00657-8,s41374,"['s41374', '021', '00657', '8']"
994,Laboratory Investigation,articles/s41374-021-00661-y,s41374,"['s41374', '021', '00661', 'y']"
995,Laboratory Investigation,articles/s41374-021-00673-8,s41374,"['s41374', '021', '00673', '8']"
996,Laboratory Investigation,articles/s41374-021-00667-6,s41374,"['s41374', '021', '00667', '6']"
997,Laboratory Investigation,articles/s41374-021-00660-z,s41374,"['s41374', '021', '00660', 'z']"
998,Laboratory Investigation,articles/s41374-021-00665-8,s41374,"['s41374', '021', '00665', '8']"
999,Laboratory Investigation,articles/s41374-021-00663-w,s41374,"['s41374', '021', '00663', 'w']"
