,ALL_EXT_PATH
2911,"['s41370', '021', '00364', 'y']"
2912,"['s41370', '021', '00364', 'y']"
2913,"['s41370', '021', '00364', 'y']"
2914,"['s41370', '021', '00363', 'z']"
2915,"['s41370', '021', '00363', 'z']"
2916,"['s41370', '021', '00363', 'z']"
2917,"['s41370', '021', '00363', 'z']"
2918,"['s41370', '021', '00363', 'z']"
2919,"['s41370', '021', '00363', 'z']"
2920,"['s41370', '021', '00370', '0']"
2921,"['s41370', '021', '00370', '0']"
2922,"['s41370', '021', '00370', '0']"
2923,"['s41370', '021', '00370', '0']"
2924,"['s41370', '021', '00370', '0']"
2925,"['s41370', '021', '00370', '0']"
2926,"['s41370', '021', '00370', '0']"
2927,"['s10038', '021', '00982', '2']"
2928,"['s10038', '021', '00982', '2']"
2929,"['s10038', '021', '00982', '2']"
2930,"['s10038', '021', '00981', '3']"
2931,"['s10038', '021', '00981', '3']"
2932,"['s10038', '021', '00981', '3']"
2933,"['s10038', '021', '00981', '3']"
2934,"['s10038', '021', '00981', '3']"
2935,"['s10038', '021', '00981', '3']"
2936,"['s10038', '021', '00978', 'y']"
2937,"['s10038', '021', '00978', 'y']"
2938,"['s10038', '021', '00978', 'y']"
2939,"['s10038', '021', '00979', 'x']"
2940,"['s10038', '021', '00979', 'x']"
2941,"['s10038', '021', '00979', 'x']"
2942,"['s10038', '021', '00979', 'x']"
2943,"['s10038', '021', '00979', 'x']"
2944,"['s10038', '021', '00979', 'x']"
2945,"['s10038', '021', '00951', '9']"
2946,"['s10038', '021', '00951', '9']"
2947,"['s10038', '021', '00975', '1']"
2948,"['s10038', '021', '00975', '1']"
2949,"['s10038', '021', '00975', '1']"
2950,"['s10038', '021', '00975', '1']"
2951,"['s10038', '021', '00975', '1']"
2952,"['s10038', '021', '00975', '1']"
2953,"['s10038', '021', '00945', '7']"
2954,"['s10038', '021', '00945', '7']"
2955,"['s10038', '021', '00945', '7']"
2956,"['s10038', '021', '00945', '7']"
2957,"['s10038', '021', '00945', '7']"
2958,"['s10038', '021', '00945', '7']"
2959,"['s10038', '021', '00976', '0']"
2960,"['s10038', '021', '00976', '0']"
2961,"['s10038', '021', '00977', 'z']"
2962,"['s10038', '021', '00977', 'z']"
2963,"['s10038', '021', '00977', 'z']"
2964,"['s10038', '021', '00977', 'z']"
2965,"['s10038', '021', '00977', 'z']"
2966,"['s10038', '021', '00977', 'z']"
2967,"['s10038', '021', '00974', '2']"
2968,"['s10038', '021', '00974', '2']"
2969,"['s10038', '021', '00974', '2']"
2970,"['s10038', '021', '00974', '2']"
2971,"['s10038', '021', '00974', '2']"
2972,"['s10038', '021', '00974', '2']"
2973,"['s10038', '021', '00973', '3']"
2974,"['s10038', '021', '00973', '3']"
2975,"['s10038', '021', '00973', '3']"
2976,"['s10038', '021', '00973', '3']"
2977,"['s10038', '021', '00973', '3']"
2978,"['s10038', '021', '00973', '3']"
2979,"['s10038', '021', '00972', '4']"
2980,"['s10038', '021', '00972', '4']"
2981,"['s10038', '021', '00972', '4']"
2982,"['s10038', '021', '00972', '4']"
2983,"['s10038', '021', '00972', '4']"
2984,"['s10038', '021', '00972', '4']"
2985,"['s10038', '021', '00970', '6']"
2986,"['s10038', '021', '00970', '6']"
2987,"['s10038', '021', '00971', '5']"
2988,"['s10038', '021', '00971', '5']"
2989,"['s10038', '021', '00971', '5']"
2990,"['s10038', '021', '00971', '5']"
2991,"['s10038', '021', '00971', '5']"
2992,"['s10038', '021', '00971', '5']"
2993,"['s10038', '021', '00969', 'z']"
2994,"['s10038', '021', '00969', 'z']"
2995,"['s10038', '021', '00968', '0']"
2996,"['s10038', '021', '00968', '0']"
2997,"['s10038', '021', '00968', '0']"
2998,"['s10038', '021', '00968', '0']"
2999,"['s10038', '021', '00968', '0']"
3000,"['s10038', '021', '00968', '0']"
3001,"['s10038', '021', '00967', '1']"
3002,"['s10038', '021', '00967', '1']"
3003,"['s10038', '021', '00967', '1']"
3004,"['s10038', '021', '00967', '1']"
3005,"['s10038', '021', '00967', '1']"
3006,"['s10038', '021', '00967', '1']"
3007,"['s10038', '021', '00966', '2']"
3008,"['s10038', '021', '00966', '2']"
3009,"['s10038', '021', '00966', '2']"
3010,"['s10038', '021', '00966', '2']"
3011,"['s10038', '021', '00966', '2']"
3012,"['s10038', '021', '00966', '2']"
3013,"['s10038', '021', '00965', '3']"
3014,"['s10038', '021', '00965', '3']"
3015,"['s10038', '021', '00965', '3']"
3016,"['s10038', '021', '00965', '3']"
3017,"['s10038', '021', '00965', '3']"
3018,"['s10038', '021', '00965', '3']"
3019,"['s10038', '021', '00963', '5']"
3020,"['s10038', '021', '00963', '5']"
3021,"['s10038', '021', '00963', '5']"
3022,"['s10038', '021', '00963', '5']"
3023,"['s10038', '021', '00963', '5']"
3024,"['s10038', '021', '00963', '5']"
3025,"['s41371', '021', '00617', '1']"
3026,"['s41371', '021', '00617', '1']"
3027,"['s41371', '021', '00618', '0']"
3028,"['s41371', '021', '00618', '0']"
3029,"['s41371', '021', '00618', '0']"
3030,"['s41371', '021', '00618', '0']"
3031,"['s41371', '021', '00618', '0']"
3032,"['s41371', '021', '00618', '0']"
3033,"['s41371', '021', '00616', '2']"
3034,"['s41371', '021', '00616', '2']"
3035,"['s41371', '021', '00608', '2']"
3036,"['s41371', '021', '00608', '2']"
3037,"['s41371', '021', '00615', '3']"
3038,"['s41371', '021', '00615', '3']"
3039,"['s41371', '021', '00613', '5']"
3040,"['s41371', '021', '00613', '5']"
3041,"['s41371', '021', '00613', '5']"
3042,"['s41371', '021', '00613', '5']"
3043,"['s41371', '021', '00613', '5']"
3044,"['s41371', '021', '00613', '5']"
3045,"['s41371', '021', '00614', '4']"
3046,"['s41371', '021', '00614', '4']"
3047,"['s41371', '021', '00614', '4']"
3048,"['s41371', '021', '00614', '4']"
3049,"['s41371', '021', '00614', '4']"
3050,"['s41371', '021', '00614', '4']"
3051,"['s41371', '021', '00603', '7']"
3052,"['s41371', '021', '00603', '7']"
3053,"['s41371', '021', '00603', '7']"
3054,"['s41371', '021', '00603', '7']"
3055,"['s41371', '021', '00603', '7']"
3056,"['s41371', '021', '00603', '7']"
3057,"['s41371', '021', '00600', 'w']"
3058,"['s41371', '021', '00600', 'w']"
3059,"['s41371', '021', '00600', 'w']"
3060,"['s41371', '021', '00610', '8']"
3061,"['s41371', '021', '00610', '8']"
3062,"['s41371', '021', '00610', '8']"
3063,"['s41371', '021', '00610', '8']"
3064,"['s41371', '021', '00610', '8']"
3065,"['s41371', '021', '00610', '8']"
3066,"['s41371', '021', '00609', '1']"
3067,"['s41371', '021', '00609', '1']"
3068,"['s41371', '021', '00609', '1']"
3069,"['s41371', '021', '00609', '1']"
3070,"['s41371', '021', '00609', '1']"
3071,"['s41371', '021', '00609', '1']"
3072,"['s41371', '021', '00605', '5']"
3073,"['s41371', '021', '00605', '5']"
3074,"['s41371', '021', '00605', '5']"
3075,"['s41371', '021', '00605', '5']"
3076,"['s41371', '021', '00605', '5']"
3077,"['s41371', '021', '00605', '5']"
3078,"['s41371', '021', '00594', '5']"
3079,"['s41371', '021', '00594', '5']"
3080,"['s41371', '021', '00594', '5']"
3081,"['s41371', '021', '00594', '5']"
3082,"['s41371', '021', '00594', '5']"
3083,"['s41371', '021', '00594', '5']"
3084,"['s41371', '021', '00606', '4']"
3085,"['s41371', '021', '00606', '4']"
3086,"['s41371', '021', '00606', '4']"
3087,"['s41371', '021', '00606', '4']"
3088,"['s41371', '021', '00606', '4']"
3089,"['s41371', '021', '00606', '4']"
3090,"['s41371', '021', '00601', '9']"
3091,"['s41371', '021', '00601', '9']"
3092,"['s41371', '021', '00607', '3']"
3093,"['s41371', '021', '00607', '3']"
3094,"['s41371', '021', '00607', '3']"
3095,"['s41371', '021', '00604', '6']"
3096,"['s41371', '021', '00604', '6']"
3097,"['s41371', '021', '00604', '6']"
3098,"['s41371', '021', '00604', '6']"
3099,"['s41371', '021', '00604', '6']"
3100,"['s41371', '021', '00604', '6']"
3101,"['s41371', '021', '00602', '8']"
3102,"['s41371', '021', '00602', '8']"
3103,"['s41371', '021', '00602', '8']"
3104,"['s41371', '021', '00602', '8']"
3105,"['s41371', '021', '00602', '8']"
3106,"['s41371', '021', '00602', '8']"
3107,"['s41371', '021', '00598', '1']"
3108,"['s41371', '021', '00598', '1']"
3109,"['s41371', '021', '00599', '0']"
3110,"['s41371', '021', '00599', '0']"
3111,"['s41371', '021', '00599', '0']"
3112,"['s41371', '021', '00599', '0']"
3113,"['s41371', '021', '00599', '0']"
3114,"['s41371', '021', '00599', '0']"
3115,"['s41372', '021', '01223', '2']"
3116,"['s41372', '021', '01223', '2']"
3117,"['s41372', '021', '01223', '2']"
3118,"['s41372', '021', '01223', '2']"
3119,"['s41372', '021', '01223', '2']"
3120,"['s41372', '021', '01223', '2']"
3121,"['s41372', '021', '01219', 'y']"
3122,"['s41372', '021', '01219', 'y']"
3123,"['s41372', '021', '01218', 'z']"
3124,"['s41372', '021', '01218', 'z']"
3125,"['s41372', '021', '01225', '0']"
3126,"['s41372', '021', '01225', '0']"
3127,"['s41372', '021', '01225', '0']"
3128,"['s41372', '021', '01225', '0']"
3129,"['s41372', '021', '01225', '0']"
3130,"['s41372', '021', '01225', '0']"
3131,"['s41372', '021', '01222', '3']"
3132,"['s41372', '021', '01222', '3']"
3133,"['s41372', '021', '01222', '3']"
3134,"['s41372', '021', '01222', '3']"
3135,"['s41372', '021', '01222', '3']"
3136,"['s41372', '021', '01222', '3']"
3137,"['s41372', '021', '01212', '5']"
3138,"['s41372', '021', '01212', '5']"
3139,"['s41372', '021', '01214', '3']"
3140,"['s41372', '021', '01214', '3']"
3141,"['s41372', '021', '01214', '3']"
3142,"['s41372', '021', '01214', '3']"
3143,"['s41372', '021', '01214', '3']"
3144,"['s41372', '021', '01214', '3']"
3145,"['s41372', '021', '01215', '2']"
3146,"['s41372', '021', '01215', '2']"
3147,"['s41372', '021', '01215', '2']"
3148,"['s41372', '021', '01215', '2']"
3149,"['s41372', '021', '01215', '2']"
3150,"['s41372', '021', '01215', '2']"
3151,"['s41372', '021', '01217', '0']"
3152,"['s41372', '021', '01217', '0']"
3153,"['s41372', '021', '01217', '0']"
3154,"['s41372', '021', '01217', '0']"
3155,"['s41372', '021', '01217', '0']"
3156,"['s41372', '021', '01217', '0']"
3157,"['s41372', '021', '01216', '1']"
3158,"['s41372', '021', '01216', '1']"
3159,"['s41372', '021', '01210', '7']"
3160,"['s41372', '021', '01210', '7']"
3161,"['s41372', '021', '01213', '4']"
3162,"['s41372', '021', '01213', '4']"
3163,"['s41372', '021', '01207', '2']"
3164,"['s41372', '021', '01207', '2']"
3165,"['s41372', '021', '01207', '2']"
3166,"['s41372', '021', '01207', '2']"
3167,"['s41372', '021', '01207', '2']"
3168,"['s41372', '021', '01207', '2']"
3169,"['s41372', '021', '01206', '3']"
3170,"['s41372', '021', '01206', '3']"
3171,"['s41372', '021', '01174', '8']"
3172,"['s41372', '021', '01174', '8']"
3173,"['s41372', '021', '01208', '1']"
3174,"['s41372', '021', '01208', '1']"
3175,"['s41372', '021', '01208', '1']"
3176,"['s41372', '021', '01208', '1']"
3177,"['s41372', '021', '01208', '1']"
3178,"['s41372', '021', '01208', '1']"
3179,"['s41372', '021', '01209', '0']"
3180,"['s41372', '021', '01209', '0']"
3181,"['s41372', '021', '01209', '0']"
3182,"['s41372', '021', '01209', '0']"
3183,"['s41372', '021', '01209', '0']"
3184,"['s41372', '021', '01209', '0']"
3185,"['s41372', '021', '01151', '1']"
3186,"['s41372', '021', '01151', '1']"
3187,"['s41372', '021', '01151', '1']"
3188,"['s41372', '021', '01151', '1']"
3189,"['s41372', '021', '01151', '1']"
3190,"['s41372', '021', '01151', '1']"
3191,"['s41372', '021', '01205', '4']"
3192,"['s41372', '021', '01205', '4']"
3193,"['s41372', '021', '01205', '4']"
3194,"['s41372', '021', '01205', '4']"
3195,"['s41372', '021', '01205', '4']"
3196,"['s41372', '021', '01205', '4']"
3197,"['s41372', '021', '01177', '5']"
3198,"['s41372', '021', '01177', '5']"
3199,"['s41684', '021', '00871', '3']"
3200,"['s41684', '021', '00871', '3']"
3201,"['s41684', '021', '00871', '3']"
3202,"['s41684', '021', '00871', '3']"
3203,"['s41684', '021', '00871', '3']"
3204,"['s41684', '021', '00871', '3']"
3205,"['s41684', '021', '00878', 'w']"
3206,"['s41684', '021', '00878', 'w']"
3207,"['s41684', '021', '00878', 'w']"
3208,"['s41684', '021', '00872', '2']"
3209,"['s41684', '021', '00872', '2']"
3210,"['s41684', '021', '00864', '2']"
3211,"['s41684', '021', '00864', '2']"
3212,"['s41684', '021', '00864', '2']"
3213,"['s41684', '021', '00864', '2']"
3214,"['s41684', '021', '00864', '2']"
3215,"['s41684', '021', '00864', '2']"
3216,"['s41684', '021', '00850', '8']"
3217,"['s41684', '021', '00850', '8']"
3218,"['s41684', '021', '00850', '8']"
3219,"['s41684', '021', '00850', '8']"
3220,"['s41684', '021', '00850', '8']"
3221,"['s41684', '021', '00850', '8']"
3222,"['s41684', '021', '00850', '8']"
3223,"['s41684', '021', '00858', '0']"
3224,"['s41684', '021', '00858', '0']"
3225,"['s41684', '021', '00858', '0']"
3226,"['s41684', '021', '00858', '0']"
3227,"['s41684', '021', '00858', '0']"
3228,"['s41684', '021', '00858', '0']"
3229,"['s41684', '021', '00846', '4']"
3230,"['s41684', '021', '00846', '4']"
3231,"['s41684', '021', '00846', '4']"
3232,"['s41684', '021', '00846', '4']"
3233,"['s41684', '021', '00846', '4']"
3234,"['s41684', '021', '00846', '4']"
3235,"['s41684', '021', '00865', '1']"
3236,"['s41684', '021', '00865', '1']"
3237,"['s41684', '021', '00865', '1']"
3238,"['s41684', '021', '00865', '1']"
3239,"['s41684', '021', '00865', '1']"
3240,"['s41684', '021', '00865', '1']"
3241,"['s41684', '021', '00849', '1']"
3242,"['s41684', '021', '00849', '1']"
3243,"['s41684', '021', '00849', '1']"
3244,"['s41684', '021', '00849', '1']"
3245,"['s41684', '021', '00849', '1']"
3246,"['s41684', '021', '00849', '1']"
3247,"['s41684', '021', '00849', '1']"
3248,"['s41684', '021', '00849', '1']"
3249,"['s41684', '021', '00860', '6']"
3250,"['s41684', '021', '00860', '6']"
3251,"['s41684', '021', '00860', '6']"
3252,"['s41684', '021', '00860', '6']"
3253,"['s41684', '021', '00860', '6']"
3254,"['s41684', '021', '00860', '6']"
3255,"['s41684', '021', '00863', '3']"
3256,"['s41684', '021', '00863', '3']"
3257,"['s41684', '021', '00863', '3']"
3258,"['s41684', '021', '00863', '3']"
3259,"['s41684', '021', '00863', '3']"
3260,"['s41684', '021', '00863', '3']"
3261,"['s41684', '021', '00851', '7']"
3262,"['s41684', '021', '00851', '7']"
3263,"['s41684', '021', '00851', '7']"
3264,"['s41684', '021', '00851', '7']"
3265,"['s41684', '021', '00851', '7']"
3266,"['s41684', '021', '00851', '7']"
3267,"['s41684', '021', '00851', '7']"
3268,"['s41684', '021', '00847', '3']"
3269,"['s41684', '021', '00847', '3']"
3270,"['s41684', '021', '00847', '3']"
3271,"['s41684', '021', '00847', '3']"
3272,"['s41684', '021', '00847', '3']"
3273,"['s41684', '021', '00847', '3']"
3274,"['s41684', '021', '00866', '0']"
3275,"['s41684', '021', '00866', '0']"
3276,"['s41684', '021', '00866', '0']"
3277,"['s41684', '021', '00866', '0']"
3278,"['s41684', '021', '00866', '0']"
3279,"['s41684', '021', '00866', '0']"
3280,"['s41684', '021', '00859', 'z']"
3281,"['s41684', '021', '00859', 'z']"
3282,"['s41684', '021', '00859', 'z']"
3283,"['s41684', '021', '00859', 'z']"
3284,"['s41684', '021', '00859', 'z']"
3285,"['s41684', '021', '00859', 'z']"
3286,"['s41684', '021', '00861', '5']"
3287,"['s41684', '021', '00861', '5']"
3288,"['s41684', '021', '00861', '5']"
3289,"['s41684', '021', '00861', '5']"
3290,"['s41684', '021', '00861', '5']"
3291,"['s41684', '021', '00861', '5']"
3292,"['s41684', '021', '00857', '1']"
3293,"['s41684', '021', '00857', '1']"
3294,"['s41684', '021', '00857', '1']"
3295,"['s41684', '021', '00857', '1']"
3296,"['s41684', '021', '00857', '1']"
3297,"['s41684', '021', '00857', '1']"
3298,"['s41684', '021', '00867', 'z']"
3299,"['s41684', '021', '00867', 'z']"
3300,"['s41684', '021', '00848', '2']"
3301,"['s41684', '021', '00848', '2']"
3302,"['s41684', '021', '00848', '2']"
3303,"['s41684', '021', '00848', '2']"
3304,"['s41684', '021', '00848', '2']"
3305,"['s41684', '021', '00848', '2']"
3306,"['s41684', '021', '00853', '5']"
3307,"['s41684', '021', '00853', '5']"
3308,"['s41684', '021', '00853', '5']"
3309,"['s41684', '021', '00853', '5']"
3310,"['s41684', '021', '00853', '5']"
3311,"['s41684', '021', '00853', '5']"
3312,"['s41374', '021', '00677', '4']"
3313,"['s41374', '021', '00677', '4']"
3314,"['s41374', '021', '00677', '4']"
3315,"['s41374', '021', '00666', '7']"
3316,"['s41374', '021', '00666', '7']"
3317,"['s41374', '021', '00666', '7']"
3318,"['s41374', '021', '00666', '7']"
3319,"['s41374', '021', '00666', '7']"
3320,"['s41374', '021', '00666', '7']"
3321,"['s41374', '021', '00633', '2']"
3322,"['s41374', '021', '00633', '2']"
3323,"['s41374', '021', '00633', '2']"
3324,"['s41374', '021', '00669', '4']"
3325,"['s41374', '021', '00669', '4']"
3326,"['s41374', '021', '00670', 'x']"
3327,"['s41374', '021', '00670', 'x']"
3328,"['s41374', '021', '00670', 'x']"
3329,"['s41374', '021', '00670', 'x']"
3330,"['s41374', '021', '00670', 'x']"
3331,"['s41374', '021', '00670', 'x']"
3332,"['s41374', '021', '00647', 'w']"
3333,"['s41374', '021', '00647', 'w']"
3334,"['s41374', '021', '00647', 'w']"
3335,"['s41374', '021', '00647', 'w']"
3336,"['s41374', '021', '00647', 'w']"
3337,"['s41374', '021', '00647', 'w']"
3338,"['s41374', '021', '00676', '5']"
3339,"['s41374', '021', '00676', '5']"
3340,"['s41374', '021', '00662', 'x']"
3341,"['s41374', '021', '00662', 'x']"
3342,"['s41374', '021', '00662', 'x']"
3343,"['s41374', '021', '00662', 'x']"
3344,"['s41374', '021', '00662', 'x']"
3345,"['s41374', '021', '00662', 'x']"
3346,"['s41374', '021', '00656', '9']"
3347,"['s41374', '021', '00656', '9']"
3348,"['s41374', '021', '00656', '9']"
3349,"['s41374', '021', '00656', '9']"
3350,"['s41374', '021', '00656', '9']"
3351,"['s41374', '021', '00656', '9']"
3352,"['s41374', '021', '00668', '5']"
3353,"['s41374', '021', '00668', '5']"
3354,"['s41374', '021', '00668', '5']"
3355,"['s41374', '021', '00668', '5']"
3356,"['s41374', '021', '00668', '5']"
3357,"['s41374', '021', '00668', '5']"
3358,"['s41374', '021', '00675', '6']"
3359,"['s41374', '021', '00675', '6']"
3360,"['s41374', '021', '00675', '6']"
3361,"['s41374', '021', '00675', '6']"
3362,"['s41374', '021', '00675', '6']"
3363,"['s41374', '021', '00675', '6']"
3364,"['s41374', '021', '00672', '9']"
3365,"['s41374', '021', '00672', '9']"
3366,"['s41374', '021', '00671', 'w']"
3367,"['s41374', '021', '00671', 'w']"
3368,"['s41374', '021', '00657', '8']"
3369,"['s41374', '021', '00657', '8']"
3370,"['s41374', '021', '00657', '8']"
3371,"['s41374', '021', '00661', 'y']"
3372,"['s41374', '021', '00661', 'y']"
3373,"['s41374', '021', '00661', 'y']"
3374,"['s41374', '021', '00661', 'y']"
3375,"['s41374', '021', '00661', 'y']"
3376,"['s41374', '021', '00661', 'y']"
3377,"['s41374', '021', '00673', '8']"
3378,"['s41374', '021', '00673', '8']"
3379,"['s41374', '021', '00673', '8']"
3380,"['s41374', '021', '00673', '8']"
3381,"['s41374', '021', '00673', '8']"
3382,"['s41374', '021', '00673', '8']"
3383,"['s41374', '021', '00667', '6']"
3384,"['s41374', '021', '00667', '6']"
3385,"['s41374', '021', '00667', '6']"
3386,"['s41374', '021', '00667', '6']"
3387,"['s41374', '021', '00667', '6']"
3388,"['s41374', '021', '00667', '6']"
3389,"['s41374', '021', '00660', 'z']"
3390,"['s41374', '021', '00660', 'z']"
3391,"['s41374', '021', '00660', 'z']"
3392,"['s41374', '021', '00660', 'z']"
3393,"['s41374', '021', '00660', 'z']"
3394,"['s41374', '021', '00660', 'z']"
3395,"['s41374', '021', '00665', '8']"
3396,"['s41374', '021', '00665', '8']"
3397,"['s41374', '021', '00665', '8']"
3398,"['s41374', '021', '00665', '8']"
3399,"['s41374', '021', '00665', '8']"
3400,"['s41374', '021', '00665', '8']"
3401,"['s41374', '021', '00665', '8']"
3402,"['s41374', '021', '00663', 'w']"
3403,"['s41374', '021', '00663', 'w']"
3404,"['s41375', '021', '01442', '8']"
3405,"['s41375', '021', '01442', '8']"
3406,"['s41375', '021', '01447', '3']"
3407,"['s41375', '021', '01447', '3']"
3408,"['s41375', '021', '01447', '3']"
3409,"['s41375', '021', '01447', '3']"
3410,"['s41375', '021', '01447', '3']"
3411,"['s41375', '021', '01447', '3']"
3412,"['s41375', '021', '01438', '4']"
3413,"['s41375', '021', '01438', '4']"
3414,"['s41375', '021', '01438', '4']"
3415,"['s41375', '021', '01438', '4']"
3416,"['s41375', '021', '01438', '4']"
3417,"['s41375', '021', '01438', '4']"
3418,"['s41375', '021', '01436', '6']"
3419,"['s41375', '021', '01436', '6']"
3420,"['s41375', '021', '01436', '6']"
3421,"['s41375', '021', '01435', '7']"
3422,"['s41375', '021', '01435', '7']"
3423,"['s41375', '021', '01435', '7']"
3424,"['s41375', '021', '01435', '7']"
3425,"['s41375', '021', '01435', '7']"
3426,"['s41375', '021', '01435', '7']"
3427,"['s41375', '021', '01437', '5']"
3428,"['s41375', '021', '01437', '5']"
3429,"['s41375', '021', '01437', '5']"
3430,"['s41375', '021', '01439', '3']"
3431,"['s41375', '021', '01439', '3']"
3432,"['s41375', '021', '01439', '3']"
3433,"['s41375', '021', '01439', '3']"
3434,"['s41375', '021', '01439', '3']"
3435,"['s41375', '021', '01439', '3']"
3436,"['s41375', '021', '01426', '8']"
3437,"['s41375', '021', '01426', '8']"
3438,"['s41375', '021', '01426', '8']"
3439,"['s41375', '021', '01426', '8']"
3440,"['s41375', '021', '01426', '8']"
3441,"['s41375', '021', '01426', '8']"
3442,"['s41375', '021', '01427', '7']"
3443,"['s41375', '021', '01427', '7']"
3444,"['s41375', '021', '01427', '7']"
3445,"['s41375', '021', '01427', '7']"
3446,"['s41375', '021', '01427', '7']"
3447,"['s41375', '021', '01427', '7']"
3448,"['s41375', '021', '01422', 'y']"
3449,"['s41375', '021', '01422', 'y']"
3450,"['s41375', '021', '01421', 'z']"
3451,"['s41375', '021', '01421', 'z']"
3452,"['s41375', '021', '01419', '7']"
3453,"['s41375', '021', '01419', '7']"
3454,"['s41375', '021', '01429', '5']"
3455,"['s41375', '021', '01429', '5']"
3456,"['s41375', '021', '01423', 'x']"
3457,"['s41375', '021', '01423', 'x']"
3458,"['s41375', '021', '01423', 'x']"
3459,"['s41375', '021', '01423', 'x']"
3460,"['s41375', '021', '01423', 'x']"
3461,"['s41375', '021', '01423', 'x']"
3462,"['s41375', '021', '01424', 'w']"
3463,"['s41375', '021', '01424', 'w']"
3464,"['s41375', '021', '01416', 'w']"
3465,"['s41375', '021', '01416', 'w']"
3466,"['s41375', '021', '01428', '6']"
3467,"['s41375', '021', '01428', '6']"
3468,"['s41375', '021', '01428', '6']"
3469,"['s41375', '021', '01428', '6']"
3470,"['s41375', '021', '01428', '6']"
3471,"['s41375', '021', '01428', '6']"
3472,"['s41375', '021', '01399', '8']"
3473,"['s41375', '021', '01399', '8']"
3474,"['s41375', '021', '01418', '8']"
3475,"['s41375', '021', '01418', '8']"
3476,"['s41375', '021', '01400', '4']"
3477,"['s41375', '021', '01400', '4']"
3478,"['s41375', '021', '01400', '4']"
3479,"['s41375', '021', '01400', '4']"
3480,"['s41375', '021', '01400', '4']"
3481,"['s41375', '021', '01400', '4']"
3482,"['s41376', '019', '0004', '5']"
3483,"['s41376', '019', '0004', '5']"
3484,"['s41376', '019', '0004', '5']"
3485,['leusup201410']
3486,['leusup201410']
3487,['leusup20148']
3488,['leusup20148']
3489,['leusup20148']
3490,['leusup20148']
3491,['leusup20148']
3492,['leusup20148']
3493,['leusup20141']
3494,['leusup20141']
3495,['leusup20141']
3496,['leusup20141']
3497,['leusup20141']
3498,['leusup20141']
3499,['leusup20143']
3500,['leusup20143']
3501,['leusup20143']
3502,['leusup20143']
3503,['leusup20143']
3504,['leusup20143']
3505,['leusup201411']
3506,['leusup201411']
3507,['leusup201411']
3508,['leusup201411']
3509,['leusup201411']
3510,['leusup201411']
3511,['leusup20145']
3512,['leusup20145']
3513,['leusup20145']
3514,['leusup20145']
3515,['leusup20145']
3516,['leusup20145']
3517,['leusup201413']
3518,['leusup201413']
3519,['leusup201413']
3520,['leusup201413']
3521,['leusup201413']
3522,['leusup201413']
3523,['leusup20147']
3524,['leusup20147']
3525,['leusup20147']
3526,['leusup20147']
3527,['leusup20147']
3528,['leusup20147']
3529,['leusup201415']
3530,['leusup201415']
3531,['leusup201415']
3532,['leusup201415']
3533,['leusup201415']
3534,['leusup201415']
3535,['leusup20149']
3536,['leusup20149']
3537,['leusup20149']
3538,['leusup20149']
3539,['leusup20149']
3540,['leusup20149']
3541,['leusup20142']
3542,['leusup20142']
3543,['leusup20142']
3544,['leusup20142']
3545,['leusup20142']
3546,['leusup20142']
3547,['leusup20144']
3548,['leusup20144']
3549,['leusup20144']
3550,['leusup20144']
3551,['leusup20144']
3552,['leusup20144']
3553,['leusup201412']
3554,['leusup201412']
3555,['leusup201412']
3556,['leusup201412']
3557,['leusup201412']
3558,['leusup201412']
3559,['leusup20146']
3560,['leusup20146']
3561,['leusup201414']
3562,['leusup201414']
3563,['leusup201414']
3564,['leusup201414']
3565,['leusup201414']
3566,['leusup201414']
3567,['leusup20136']
3568,['leusup20136']
3569,['leusup20136']
3570,['leusup20136']
3571,['leusup20136']
3572,['leusup20136']
3573,['leusup20131']
3574,['leusup20131']
3575,['leusup20133']
3576,['leusup20133']
3577,['leusup20133']
3578,['leusup20133']
3579,['leusup20133']
3580,['leusup20133']
3581,['leusup20134']
3582,['leusup20134']
3583,['leusup20134']
3584,['leusup20134']
3585,['leusup20134']
3586,['leusup20134']
3587,"['s41377', '021', '00653', 'z']"
3588,"['s41377', '021', '00653', 'z']"
3589,"['s41377', '021', '00646', 'y']"
3590,"['s41377', '021', '00646', 'y']"
3591,"['s41377', '021', '00649', '9']"
3592,"['s41377', '021', '00649', '9']"
3593,"['s41377', '021', '00640', '4']"
3594,"['s41377', '021', '00640', '4']"
3595,"['s41377', '021', '00643', '1']"
3596,"['s41377', '021', '00643', '1']"
3597,"['s41377', '021', '00648', 'w']"
3598,"['s41377', '021', '00648', 'w']"
3599,"['s41377', '021', '00652', '0']"
3600,"['s41377', '021', '00652', '0']"
3601,"['s41377', '021', '00647', 'x']"
3602,"['s41377', '021', '00647', 'x']"
3603,"['s41377', '021', '00642', '2']"
3604,"['s41377', '021', '00642', '2']"
3605,"['s41377', '021', '00631', '5']"
3606,"['s41377', '021', '00631', '5']"
3607,"['s41377', '021', '00644', '0']"
3608,"['s41377', '021', '00644', '0']"
3609,"['s41377', '021', '00636', '0']"
3610,"['s41377', '021', '00636', '0']"
3611,"['s41377', '021', '00628', '0']"
3612,"['s41377', '021', '00628', '0']"
3613,"['s41377', '021', '00623', '5']"
3614,"['s41377', '021', '00623', '5']"
3615,"['s41377', '021', '00633', '3']"
3616,"['s41377', '021', '00633', '3']"
3617,"['s41377', '021', '00645', 'z']"
3618,"['s41377', '021', '00645', 'z']"
3619,"['s41377', '021', '00641', '3']"
